year,driver,gp,tires,from,to,laps
2012,Mark Webber,Canada,Supersoft New,53,70,18
2012,Kimi Räikkönen,Canada,Soft New,1,40,40
2012,Kimi Räikkönen,Canada,Supersoft Used,41,70,30
2012,Kamui Kobayashi,Canada,Supersoft New,1,24,24
2012,Kamui Kobayashi,Canada,Soft New,25,26,2
2012,Kamui Kobayashi,Canada,Soft New,27,70,44
2012,Felipe Massa,Canada,Supersoft Used,1,12,12
2012,Felipe Massa,Canada,Soft New,13,58,46
2012,Felipe Massa,Canada,Supersoft Used,59,70,12
2012,Paul di Resta,Canada,Supersoft Used,1,13,13
2012,Paul di Resta,Canada,Soft New,14,44,31
2012,Paul di Resta,Canada,Soft New,45,70,26
2012,Nico Hulkenberg,Canada,Soft New,1,21,21
2012,Nico Hulkenberg,Canada,Supersoft New,22,42,21
2012,Nico Hulkenberg,Canada,Soft New,43,70,28
2012,Pastor Maldonado,Canada,Soft New,1,29,29
2012,Pastor Maldonado,Canada,Supersoft New,30,70,41
2012,Daniel Ricciardo,Canada,Supersoft Used,1,17,17
2012,Daniel Ricciardo,Canada,Soft New,17,58,42
2012,Daniel Ricciardo,Canada,Supersoft New,59,70,12
2012,Jean-Eric Vergne,Canada,Supersoft New,1,16,16
2012,Jean-Eric Vergne,Canada,Soft New,17,43,27
2012,Jean-Eric Vergne,Canada,Soft New,44,69,26
2012,Jenson Button,Canada,Soft Used,1,15,15
2012,Jenson Button,Canada,Supersoft Used,16,33,18
2012,Jenson Button,Canada,Soft New,34,52,19
2012,Jenson Button,Canada,Soft New,53,69,17
2012,Bruno Senna,Canada,Supersoft Used,1,23,23
2012,Bruno Senna,Canada,Soft New,24,69,46
2012,Heikki Kovalainen,Canada,Supersoft New,1,17,17
2012,Heikki Kovalainen,Canada,Soft New,18,42,25
2012,Heikki Kovalainen,Canada,Soft New,42,69,28
2012,Vitaly Petrov,Canada,Supersoft New,1,18,18
2012,Vitaly Petrov,Canada,Soft New,19,43,25
2012,Charles Pic,Canada,Supersoft New,1,28,28
2012,Charles Pic,Canada,Soft New,29,68,40
2012,Vitaly Petrov,Canada,Soft New,44,69,26
2012,Timo Glock,Canada,Supersoft New,1,24,24
2012,Timo Glock,Canada,Soft New,25,57,33
2012,Michael Schumacher,Canada,Supersoft Used,1,13,13
2012,Michael Schumacher,Canada,Soft New,14,43,30
2012,Pedro de la Rosa,Canada,Soft New,1,25,25
2012,Narain Karthikeyan,Canada,Supersoft New,1,23,23
2012,Fernando Alonso,Canada,Soft Used,20,70,51
2012,Fernando Alonso,Europa,Soft New,1,15,15
2012,Fernando Alonso,Europa,Soft New,16,28,13
2012,Fernando Alonso,Europa,Medium New,29,57,29
2012,Kimi Räikkönen,Europa,Soft Used,1,14,14
2012,Kimi Räikkönen,Europa,Soft Used,15,28,14
2012,Kimi Räikkönen,Europa,Medium New,29,57,29
2012,Michael Schumacher,Europa,Medium New,1,19,19
2012,Michael Schumacher,Europa,Soft New,20,41,22
2012,Michael Schumacher,Europa,Soft Used,42,57,16
2012,Mark Webber,Europa,Medium New,1,19,19
2012,Mark Webber,Europa,Soft New,20,38,19
2012,Mark Webber,Europa,Soft New,39,57,19
2012,Nico Hulkenberg,Europa,Soft Used,1,14,14
2012,Nico Hulkenberg,Europa,Medium New,15,28,14
2012,Nico Hulkenberg,Europa,Medium New,29,57,29
2012,Nico Rosberg,Europa,Soft Used,1,20,20
2012,Nico Rosberg,Europa,Medium New,21,46,26
2012,Nico Rosberg,Europa,Soft Used,48,57,10
2012,Paul di Resta,Europa,Soft Used,1,23,23
2012,Paul di Resta,Europa,Medium New,24,57,34
2012,Jenson Button,Europa,Soft Used,1,10,10
2012,Jenson Button,Europa,Medium New,11,26,16
2012,Jenson Button,Europa,Medium New,27,57,31
2012,Sergio Perez,Europa,Medium New,1,10,10
2012,Sergio Perez,Europa,Soft Used,11,25,15
2012,Sergio Perez,Europa,Soft New,26,57,32
2012,Pastor Maldonado,Europa,Soft Used,1,14,14
2012,Pastor Maldonado,Europa,Medium New,15,28,14
2012,Pastor Maldonado,Europa,Medium New,29,57,29
2012,Bruno Senna,Europa,Soft Used,1,20,20
2012,Bruno Senna,Europa,Medium New,21,57,37
2012,Daniel Ricciardo,Europa,Soft New,1,14,14
2012,Daniel Ricciardo,Europa,Soft New,15,37,23
2012,Daniel Ricciardo,Europa,Medium New,38,57,20
2012,Vitaly Petrov,Europa,Soft New,1,13,13
2012,Vitaly Petrov,Europa,Soft New,14,25,12
2012,Vitaly Petrov,Europa,Soft Used,26,28,3
2012,Vitaly Petrov,Europa,Medium New,29,47,19
2012,Vitaly Petrov,Europa,Medium New,48,57,10
2012,Heikki Kovalainen,Europa,Soft New,1,12,12
2012,Heikki Kovalainen,Europa,Soft New,13,27,15
2012,Heikki Kovalainen,Europa,Medium New,28,57,30
2012,Charles Pic,Europa,Medium New,1,11,11
2012,Charles Pic,Europa,Soft New,12,28,17
2012,Charles Pic,Europa,Medium New,29,57,29
2012,Felipe Massa,Europa,Soft New,1,11,11
2012,Felipe Massa,Europa,Medium New,12,27,16
2012,Felipe Massa,Europa,Soft New,28,34,7
2012,Felipe Massa,Europa,Medium Used,35,53,19
2012,Felipe Massa,Europa,Soft Used,54,56,3
2012,Pedro de la Rosa,Europa,Soft New,1,14,14
2012,Pedro de la Rosa,Europa,Soft Used,15,28,14
2012,Pedro de la Rosa,Europa,Medium New,29,56,28
2012,Narain Karthikeyan,Europa,Soft New,1,15,15
2012,Narain Karthikeyan,Europa,Soft Used,16,29,14
2012,Narain Karthikeyan,Europa,Medium New,30,56,27
2012,Lewis Hamilton,Europa,Soft Used,1,13,13
2012,Lewis Hamilton,Europa,Medium New,14,28,15
2012,Lewis Hamilton,Europa,Medium New,28,55,28
2012,Romain Grosjean,Europa,Soft Used,1,16,16
2012,Romain Grosjean,Europa,Soft Used,17,28,12
2012,Romain Grosjean,Europa,Medium Used,29,40,12
2012,Sebastian Vettel,Europa,Soft Used,1,16,16
2012,Sebastian Vettel,Europa,Soft Used,17,29,13
2012,Sebastian Vettel,Europa,Medium New,30,33,4
2012,Kamui Kobayashi,Europa,Soft Used,1,14,14
2012,Kamui Kobayashi,Europa,Soft Used,15,20,6
2012,Kamui Kobayashi,Europa,Medium New,21,33,13
2012,Jean-Eric Vergne,Europa,Medium New,1,17,17
2012,Jean-Eric Vergne,Europa,Soft Used,18,26,9
2012,Mark Webber,Great Britain,Soft New,1,14,14
2012,Mark Webber,Great Britain,Hard New,15,33,19
2012,Mark Webber,Great Britain,Hard Used,34,52,19
2012,Fernando Alonso,Great Britain,Hard New,1,15,15
2012,Fernando Alonso,Great Britain,Hard New,16,37,22
2012,Fernando Alonso,Great Britain,Soft New,38,52,15
2012,Sebastian Vettel,Great Britain,Soft New,1,10,10
2012,Sebastian Vettel,Great Britain,Hard New,11,31,21
2012,Sebastian Vettel,Great Britain,Hard New,32,52,21
2012,Felipe Massa,Great Britain,Soft New,1,13,13
2012,Felipe Massa,Great Britain,Hard New,14,35,22
2012,Felipe Massa,Great Britain,Hard New,36,52,17
2012,Kimi Räikkönen,Great Britain,Soft New,1,13,13
2012,Kimi Räikkönen,Great Britain,Hard New,14,34,21
2012,Kimi Räikkönen,Great Britain,Hard New,35,52,18
2012,Romain Grosjean,Great Britain,Soft New,1,2,2
2012,Romain Grosjean,Great Britain,Hard New,3,26,24
2012,Romain Grosjean,Great Britain,Hard New,27,52,26
2012,Michael Schumacher,Great Britain,Soft New,1,12,12
2012,Michael Schumacher,Great Britain,Hard New,13,34,22
2012,Michael Schumacher,Great Britain,Hard New,35,52,18
2012,Lewis Hamilton,Great Britain,Hard New,1,21,21
2012,Lewis Hamilton,Great Britain,Soft New,22,28,7
2012,Lewis Hamilton,Great Britain,Hard New,29,52,24
2012,Bruno Senna,Great Britain,Soft New,1,14,14
2012,Bruno Senna,Great Britain,Hard New,15,30,16
2012,Bruno Senna,Great Britain,Hard New,31,52,22
2012,Jenson Button,Great Britain,Hard New,1,16,16
2012,Jenson Button,Great Britain,Soft New,17,31,15
2012,Jenson Button,Great Britain,Hard New,32,52,21
2012,Kamui Kobayashi,Great Britain,Hard New,1,16,16
2012,Kamui Kobayashi,Great Britain,Hard New,17,37,21
2012,Kamui Kobayashi,Great Britain,Soft New,38,52,15
2012,Nico Hulkenberg,Great Britain,Hard New,1,16,16
2012,Nico Hulkenberg,Great Britain,Hard New,17,35,19
2012,Nico Hulkenberg,Great Britain,Soft New,36,52,17
2012,Daniel Ricciardo,Great Britain,Hard New,1,16,16
2012,Daniel Ricciardo,Great Britain,Soft New,17,29,13
2012,Daniel Ricciardo,Great Britain,Hard New,30,52,23
2012,Jean-Eric Vergne,Great Britain,Soft New,1,14,14
2012,Jean-Eric Vergne,Great Britain,Hard New,15,32,18
2012,Jean-Eric Vergne,Great Britain,Hard New,33,52,20
2012,Nico Rosberg,Great Britain,Hard New,1,15,15
2012,Nico Rosberg,Great Britain,Hard New,16,37,22
2012,Nico Rosberg,Great Britain,Soft New,38,52,15
2012,Pastor Maldonado,Great Britain,Hard New,12,13,2
2012,Pastor Maldonado,Great Britain,Hard New,14,51,38
2012,Pastor Maldonado,Great Britain,Soft New,1,11,11
2012,Heikki Kovalainen,Great Britain,Soft New,1,12,12
2012,Heikki Kovalainen,Great Britain,Hard New,13,29,17
2012,Heikki Kovalainen,Great Britain,Hard New,30,51,22
2012,Timo Glock,Great Britain,Hard New,1,18,18
2012,Timo Glock,Great Britain,Hard New,19,38,20
2012,Timo Glock,Great Britain,Soft New,39,51,13
2012,Charles Pic,Great Britain,Soft New,1,13,13
2012,Charles Pic,Great Britain,Hard New,14,32,19
2012,Charles Pic,Great Britain,Hard New,33,51,19
2012,Pedro de la Rosa,Great Britain,Hard New,1,27,27
2012,Pedro de la Rosa,Great Britain,Soft New,28,50,23
2012,Narain Karthikeyan,Great Britain,Hard New,1,16,16
2012,Narain Karthikeyan,Great Britain,Hard New,17,35,19
2012,Narain Karthikeyan,Great Britain,Soft New,36,50,15
2012,Sergio Perez,Great Britain,Soft New,1,11,11
2012,Sergio Perez,Great Britain,Hard New,12,12,1
2012,Paul di Resta,Great Britain,Soft New,1,2,2
2012,Fernando Alonso,Germany,Soft New,1,18,18
2012,Fernando Alonso,Germany,Medium New,19,41,23
2012,Fernando Alonso,Germany,Medium New,42,67,26
2012,Jenson Button,Germany,Soft New,1,19,19
2012,Jenson Button,Germany,Medium New,20,40,21
2012,Jenson Button,Germany,Medium New,41,67,27
2012,Kimi Räikkönen,Germany,Soft New,1,11,11
2012,Kimi Räikkönen,Germany,Soft New,12,38,27
2012,Kimi Räikkönen,Germany,Medium New,39,67,29
2012,Kamui Kobayashi,Germany,Medium New,1,22,22
2012,Kamui Kobayashi,Germany,Medium New,23,43,21
2012,Kamui Kobayashi,Germany,Soft New,44,67,24
2012,Sebastian Vettel,Germany,Soft New,1,20,20
2012,Sebastian Vettel,Germany,Medium New,21,41,21
2012,Sebastian Vettel,Germany,Medium Used,42,67,26
2012,Sergio Perez,Germany,Soft New,1,17,17
2012,Sergio Perez,Germany,Medium New,18,40,23
2012,Sergio Perez,Germany,Medium New,41,67,27
2012,Michael Schumacher,Germany,Soft New,1,14,14
2012,Michael Schumacher,Germany,Soft New,15,36,22
2012,Michael Schumacher,Germany,Medium New,37,52,16
2012,Michael Schumacher,Germany,Soft New,52,67,16
2012,Mark Webber,Germany,Soft New,1,12,12
2012,Mark Webber,Germany,Medium New,13,40,28
2012,Mark Webber,Germany,Medium New,41,67,27
2012,Nico Hulkenberg,Germany,Soft New,1,12,12
2012,Nico Hulkenberg,Germany,Medium New,13,31,19
2012,Nico Hulkenberg,Germany,Soft New,32,46,15
2012,Nico Hulkenberg,Germany,Medium New,47,67,21
2012,Nico Rosberg,Germany,Medium New,1,12,12
2012,Nico Rosberg,Germany,Soft New,13,32,20
2012,Nico Rosberg,Germany,Soft New,33,50,18
2012,Nico Rosberg,Germany,Soft New,51,67,17
2012,Paul di Resta,Germany,Soft New,1,10,10
2012,Paul di Resta,Germany,Medium New,11,39,29
2012,Paul di Resta,Germany,Medium New,40,67,28
2012,Felipe Massa,Germany,Soft New,1,1,1
2012,Felipe Massa,Germany,Medium New,2,24,23
2012,Felipe Massa,Germany,Medium Used,25,47,23
2012,Felipe Massa,Germany,Soft New,48,67,20
2012,Daniel Ricciardo,Germany,Soft New,1,19,19
2012,Daniel Ricciardo,Germany,Medium New,20,38,19
2012,Daniel Ricciardo,Germany,Medium New,39,67,29
2012,Jean-Eric Vergne,Germany,Medium New,1,6,6
2012,Jean-Eric Vergne,Germany,Medium New,7,27,21
2012,Jean-Eric Vergne,Germany,Medium Used,28,45,18
2012,Jean-Eric Vergne,Germany,Soft New,46,67,22
2012,Pastor Maldonado,Germany,Soft New,1,13,13
2012,Pastor Maldonado,Germany,Medium New,14,38,25
2012,Pastor Maldonado,Germany,Medium New,39,57,19
2012,Pastor Maldonado,Germany,Soft New,58,66,9
2012,Vitaly Petrov,Germany,Soft New,1,14,14
2012,Vitaly Petrov,Germany,Medium New,15,32,18
2012,Vitaly Petrov,Germany,Medium New,33,50,18
2012,Vitaly Petrov,Germany,Medium New,51,66,16
2012,Bruno Senna,Germany,Soft New,1,1,1
2012,Bruno Senna,Germany,Medium New,2,25,24
2012,Bruno Senna,Germany,Medium New,26,47,22
2012,Bruno Senna,Germany,Soft New,48,66,19
2012,Romain Grosjean,Germany,Soft New,1,1,1
2012,Romain Grosjean,Germany,Medium New,2,24,23
2012,Romain Grosjean,Germany,Medium Used,25,42,18
2012,Romain Grosjean,Germany,Soft New,43,66,24
2012,Heikki Kovalainen,Germany,Soft New,1,13,13
2012,Heikki Kovalainen,Germany,Medium New,14,31,18
2012,Heikki Kovalainen,Germany,Medium New,32,44,13
2012,Heikki Kovalainen,Germany,Medium New,45,53,9
2012,Heikki Kovalainen,Germany,Soft Used,54,65,12
2012,Charles Pic,Germany,Medium New,1,21,21
2012,Charles Pic,Germany,Soft New,22,43,22
2012,Charles Pic,Germany,Medium New,44,65,22
2012,Pedro de la Rosa,Germany,Soft New,1,20,20
2012,Pedro de la Rosa,Germany,Soft Used,21,45,25
2012,Pedro de la Rosa,Germany,Medium New,46,64,19
2012,Timo Glock,Germany,Medium New,1,19,19
2012,Timo Glock,Germany,Soft New,20,40,21
2012,Timo Glock,Germany,Medium New,41,64,24
2012,Narain Karthikeyan,Germany,Soft New,1,22,22
2012,Narain Karthikeyan,Germany,Medium New,23,46,24
2012,Narain Karthikeyan,Germany,Medium New,47,64,18
2012,Lewis Hamilton,Germany,Soft New,1,3,3
2012,Lewis Hamilton,Germany,Medium New,4,31,28
2012,Lewis Hamilton,Germany,Medium New,32,47,16
2012,Lewis Hamilton,Germany,Soft New,48,56,9
2012,Lewis Hamilton,Hungary,Soft Used,1,18,18
2012,Lewis Hamilton,Hungary,Medium New,19,40,22
2012,Kimi Räikkönen,Hungary,Soft Used,1,20,20
2012,Kimi Räikkönen,Hungary,Soft Used,21,45,25
2012,Lewis Hamilton,Hungary,Medium New,41,69,29
2012,Kimi Räikkönen,Hungary,Medium New,46,69,24
2012,Romain Grosjean,Hungary,Soft Used,1,19,19
2012,Romain Grosjean,Hungary,Soft Used,20,39,20
2012,Romain Grosjean,Hungary,Medium Used,40,69,30
2012,Sebastian Vettel,Hungary,Soft Used,1,17,17
2012,Sebastian Vettel,Hungary,Soft Used,18,38,21
2012,Sebastian Vettel,Hungary,Medium New,39,58,20
2012,Sebastian Vettel,Hungary,Soft Used,59,69,11
2012,Fernando Alonso,Hungary,Soft Used,1,17,17
2012,Fernando Alonso,Hungary,Medium New,18,43,26
2012,Fernando Alonso,Hungary,Medium New,44,69,26
2012,Jenson Button,Hungary,Soft Used,1,15,15
2012,Jenson Button,Hungary,Medium New,16,34,19
2012,Jenson Button,Hungary,Soft Used,35,45,11
2012,Jenson Button,Hungary,Medium New,46,69,24
2012,Bruno Senna,Hungary,Soft Used,1,16,16
2012,Bruno Senna,Hungary,Medium New,17,42,26
2012,Bruno Senna,Hungary,Medium New,43,69,27
2012,Mark Webber,Hungary,Medium New,1,20,20
2012,Mark Webber,Hungary,Medium New,21,39,19
2012,Mark Webber,Hungary,Soft New,39,55,17
2012,Mark Webber,Hungary,Soft Used,56,69,14
2012,Felipe Massa,Hungary,Soft Used,1,18,18
2012,Felipe Massa,Hungary,Medium New,19,43,25
2012,Felipe Massa,Hungary,Medium New,44,69,26
2012,Nico Rosberg,Hungary,Soft New,1,16,16
2012,Nico Rosberg,Hungary,Medium New,17,40,24
2012,Nico Rosberg,Hungary,Medium New,41,69,29
2012,Nico Hulkenberg,Hungary,Soft Used,1,15,15
2012,Nico Hulkenberg,Hungary,Medium New,16,39,24
2012,Nico Hulkenberg,Hungary,Medium New,40,69,30
2012,Paul di Resta,Hungary,Soft New,1,16,16
2012,Paul di Resta,Hungary,Medium New,17,38,22
2012,Paul di Resta,Hungary,Medium New,39,69,31
2012,Pastor Maldonado,Hungary,Soft Used,1,15,15
2012,Pastor Maldonado,Hungary,Medium New,16,41,26
2012,Pastor Maldonado,Hungary,Medium New,42,69,28
2012,Sergio Perez,Hungary,Soft New,1,21,21
2012,Sergio Perez,Hungary,Medium New,22,47,26
2012,Sergio Perez,Hungary,Medium New,48,69,22
2012,Daniel Ricciardo,Hungary,Soft New,1,14,14
2012,Daniel Ricciardo,Hungary,Soft New,15,34,20
2012,Daniel Ricciardo,Hungary,Soft Used,35,47,13
2012,Daniel Ricciardo,Hungary,Medium New,48,68,21
2012,Jean-Eric Vergne,Hungary,Soft Used,1,12,12
2012,Jean-Eric Vergne,Hungary,Soft New,13,30,18
2012,Jean-Eric Vergne,Hungary,Soft Used,31,46,16
2012,Jean-Eric Vergne,Hungary,Medium New,47,64,18
2012,Jean-Eric Vergne,Hungary,Medium New,65,68,4
2012,Heikki Kovalainen,Hungary,Soft New,1,17,17
2012,Heikki Kovalainen,Hungary,Medium New,18,36,19
2012,Heikki Kovalainen,Hungary,Medium New,37,56,20
2012,Heikki Kovalainen,Hungary,Soft Used,57,58,2
2012,Kamui Kobayashi,Hungary,Soft Used,1,8,8
2012,Kamui Kobayashi,Hungary,Medium New,9,40,32
2012,Kamui Kobayashi,Hungary,Soft Used,41,67,27
2012,Vitaly Petrov,Hungary,Soft New,1,18,18
2012,Vitaly Petrov,Hungary,Medium New,19,35,17
2012,Vitaly Petrov,Hungary,Medium New,36,51,16
2012,Vitaly Petrov,Hungary,Medium New,52,67,16
2012,Charles Pic,Hungary,Medium New,1,20,20
2012,Charles Pic,Hungary,Soft New,21,39,19
2012,Charles Pic,Hungary,Medium New,40,67,28
2012,Timo Glock,Hungary,Medium New,1,18,18
2012,Timo Glock,Hungary,Soft New,19,40,22
2012,Timo Glock,Hungary,Medium New,41,66,26
2012,Pedro de la Rosa,Hungary,Medium New,1,22,22
2012,Pedro de la Rosa,Hungary,Medium New,23,41,19
2012,Pedro de la Rosa,Hungary,Soft New,42,66,25
2012,Narain Karthikeyan,Hungary,Soft New,1,18,18
2012,Narain Karthikeyan,Hungary,Medium New,19,39,21
2012,Narain Karthikeyan,Hungary,Soft Used,40,60,21
2012,Michael Schumacher,Hungary,Soft New,1,1,1
2012,Michael Schumacher,Hungary,Medium New,2,32,31
2012,Michael Schumacher,Hungary,Medium New,33,58,26
2012,Jenson Button,Belgium,Medium Used,1,20,20
2012,Jenson Button,Belgium,Hard New,21,44,24
2012,Sebastian Vettel,Belgium,Medium New,1,21,21
2012,Sebastian Vettel,Belgium,Hard New,22,44,23
2012,Kimi Räikkönen,Belgium,Medium Used,1,11,11
2012,Kimi Räikkönen,Belgium,Hard New,12,28,17
2012,Kimi Räikkönen,Belgium,Hard New,29,44,16
2012,Nico Hulkenberg,Belgium,Hard New,1,13,13
2012,Nico Hulkenberg,Belgium,Medium New,14,27,14
2012,Nico Hulkenberg,Belgium,Hard New,28,44,17
2012,Felipe Massa,Belgium,Medium New,1,12,12
2012,Felipe Massa,Belgium,Hard New,13,27,15
2012,Felipe Massa,Belgium,Hard New,28,44,17
2012,Mark Webber,Belgium,Medium Used,1,11,11
2012,Mark Webber,Belgium,Hard New,12,27,16
2012,Mark Webber,Belgium,Hard New,28,44,17
2012,Michael Schumacher,Belgium,Medium New,1,19,19
2012,Michael Schumacher,Belgium,Hard New,20,35,16
2012,Michael Schumacher,Belgium,Medium Used,36,44,9
2012,Jean-Eric Vergne,Belgium,Medium New,1,15,15
2012,Jean-Eric Vergne,Belgium,Hard New,16,29,14
2012,Jean-Eric Vergne,Belgium,Hard New,30,44,15
2012,Daniel Ricciardo,Belgium,Medium New,1,12,12
2012,Daniel Ricciardo,Belgium,Hard New,13,28,16
2012,Daniel Ricciardo,Belgium,Hard New,29,44,16
2012,Paul di Resta,Belgium,Medium Used,1,10,10
2012,Paul di Resta,Belgium,Hard New,11,26,16
2012,Paul di Resta,Belgium,Hard New,27,44,18
2012,Nico Rosberg,Belgium,Hard New,1,20,20
2012,Nico Rosberg,Belgium,Medium New,21,36,16
2012,Nico Rosberg,Belgium,Medium New,37,44,8
2012,Kamui Kobayashi,Belgium,Medium Used,1,1,1
2012,Kamui Kobayashi,Belgium,Hard New,2,7,6
2012,Kamui Kobayashi,Belgium,Hard New,9,24,16
2012,Kamui Kobayashi,Belgium,Medium Used,25,44,20
2012,Vitaly Petrov,Belgium,Medium New,1,12,12
2012,Vitaly Petrov,Belgium,Medium Used,13,26,14
2012,Vitaly Petrov,Belgium,Hard New,27,43,17
2012,Timo Glock,Belgium,Medium New,1,11,11
2012,Timo Glock,Belgium,Medium Used,12,25,14
2012,Timo Glock,Belgium,Hard New,26,43,18
2012,Charles Pic,Belgium,Medium New,1,18,18
2012,Charles Pic,Belgium,Hard New,19,43,25
2012,Heikki Kovalainen,Belgium,Medium New,1,14,14
2012,Heikki Kovalainen,Belgium,Medium Used,15,27,13
2012,Heikki Kovalainen,Belgium,Hard New,28,43,16
2012,Pedro de la Rosa,Belgium,Medium New,1,1,1
2012,Pedro de la Rosa,Belgium,Hard New,2,15,14
2012,Pedro de la Rosa,Belgium,Medium Used,16,27,12
2012,Pedro de la Rosa,Belgium,Hard New,28,43,16
2012,Narain Karthikeyan,Belgium,Medium New,1,14,14
2012,Narain Karthikeyan,Belgium,Medium Used,15,28,14
2012,Narain Karthikeyan,Belgium,Hard New,29,29,1
2012,Pastor Maldonado,Belgium,Medium New,1,1,1
2012,Pastor Maldonado,Belgium,Hard New,2,4,3
2012,Sergio Perez,Belgium,Medium Used,1,1,1
2012,Fernando Alonso,Belgium,Medium Used,1,1,1
2012,Lewis Hamilton,Belgium,Medium Used,1,1,1
2012,Romain Grosjean,Belgium,Medium Used,1,1,1
2012,Lewis Hamilton,Italy,Medium Used,1,23,23
2012,Lewis Hamilton,Italy,Hard New,24,53,30
2012,Sergio Perez,Italy,Hard New,1,29,29
2012,Sergio Perez,Italy,Medium New,30,53,24
2012,Felipe Massa,Italy,Medium Used,1,19,19
2012,Felipe Massa,Italy,Hard New,20,53,34
2012,Kimi Räikkönen,Italy,Medium Used,1,17,17
2012,Kimi Räikkönen,Italy,Hard New,18,53,36
2012,Michael Schumacher,Italy,Medium Used,1,15,15
2012,Michael Schumacher,Italy,Hard New,16,37,22
2012,Michael Schumacher,Italy,Hard New,38,53,16
2012,Nico Rosberg,Italy,Medium Used,1,14,14
2012,Nico Rosberg,Italy,Hard New,15,38,24
2012,Nico Rosberg,Italy,Hard New,39,53,15
2012,Paul di Resta,Italy,Medium Used,1,21,21
2012,Paul di Resta,Italy,Hard New,22,53,32
2012,Kamui Kobayashi,Italy,Medium Used,1,20,20
2012,Kamui Kobayashi,Italy,Hard New,21,53,33
2012,Bruno Senna,Italy,Medium New,1,24,24
2012,Bruno Senna,Italy,Hard New,25,53,29
2012,Pastor Maldonado,Italy,Hard New,1,13,13
2012,Pastor Maldonado,Italy,Medium New,14,35,22
2012,Pastor Maldonado,Italy,Medium New,36,53,18
2012,Daniel Ricciardo,Italy,Medium New,1,24,24
2012,Daniel Ricciardo,Italy,Hard New,25,53,29
2012,Jerome d'Ambrosio,Italy,Hard New,1,27,27
2012,Jerome d'Ambrosio,Italy,Medium New,28,53,26
2012,Fernando Alonso,Italy,Medium Used,1,20,20
2012,Fernando Alonso,Italy,Hard New,21,53,33
2012,Heikki Kovalainen,Italy,Medium New,1,17,17
2012,Heikki Kovalainen,Italy,Hard New,18,39,22
2012,Heikki Kovalainen,Italy,Medium New,40,52,13
2012,Vitaly Petrov,Italy,Medium New,1,19,19
2012,Vitaly Petrov,Italy,Hard New,20,40,21
2012,Vitaly Petrov,Italy,Medium New,41,52,12
2012,Charles Pic,Italy,Medium New,1,18,18
2012,Charles Pic,Italy,Hard New,19,35,17
2012,Charles Pic,Italy,Hard New,36,52,17
2012,Timo Glock,Italy,Medium New,1,7,7
2012,Timo Glock,Italy,Hard New,8,32,25
2012,Timo Glock,Italy,Hard New,33,52,20
2012,Pedro de la Rosa,Italy,Medium New,1,22,22
2012,Pedro de la Rosa,Italy,Hard New,23,52,30
2012,Narain Karthikeyan,Italy,Medium New,1,23,23
2012,Narain Karthikeyan,Italy,Hard New,24,52,29
2012,Mark Webber,Italy,Medium New,1,21,21
2012,Mark Webber,Italy,Hard Used,22,51,30
2012,Nico Hulkenberg,Italy,Hard New,1,27,27
2012,Nico Hulkenberg,Italy,Medium New,28,50,23
2012,Sebastian Vettel,Italy,Medium Used,1,20,20
2012,Sebastian Vettel,Italy,Hard New,21,47,27
2012,Jenson Button,Italy,Medium Used,1,22,22
2012,Jenson Button,Italy,Hard New,23,32,10
2012,Jean-Eric Vergne,Italy,Medium Used,1,8,8
2012,Sebastian Vettel,Singapore,Supersoft Used,1,10,10
2012,Sebastian Vettel,Singapore,Soft New,11,33,23
2012,Sebastian Vettel,Singapore,Soft New,34,59,26
2012,Jenson Button,Singapore,Supersoft Used,1,14,14
2012,Jenson Button,Singapore,Soft New,15,33,19
2012,Jenson Button,Singapore,Soft New,34,59,26
2012,Fernando Alonso,Singapore,Supersoft Used,1,11,11
2012,Fernando Alonso,Singapore,Soft New,12,29,18
2012,Fernando Alonso,Singapore,Soft New,30,59,30
2012,Paul di Resta,Singapore,Supersoft Used,1,12,12
